               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 483,            0.025393,            0.013048,            0.019813,             0.56494,             0.69567,             0.70703,             0.40624,            0.021775,           0.0049065,            0.028038,            0.002298,            0.002298,            0.002298
                 484,            0.026213,            0.013226,            0.022034,             0.56776,             0.69648,             0.70821,             0.40735,            0.021769,           0.0049064,            0.027999,           0.0022894,           0.0022894,           0.0022894
                 485,            0.024892,            0.013083,            0.022746,             0.57297,             0.68927,             0.70856,             0.40764,            0.021763,           0.0049067,             0.02796,           0.0022809,           0.0022809,           0.0022809
                 486,             0.02613,            0.013212,            0.018853,             0.57459,             0.68825,             0.70804,             0.40748,            0.021764,           0.0049071,            0.027944,           0.0022725,           0.0022725,           0.0022725
                 487,            0.027206,            0.013147,            0.018609,              0.5785,             0.68676,             0.70806,             0.40761,            0.021756,            0.004908,            0.027926,           0.0022643,           0.0022643,           0.0022643
                 488,            0.026233,            0.013023,            0.024273,             0.57957,             0.68646,              0.7084,             0.40741,            0.021757,           0.0049073,            0.027913,           0.0022562,           0.0022562,           0.0022562
                 489,            0.026203,            0.013301,            0.021605,             0.57773,             0.68746,             0.70842,             0.40769,            0.021748,           0.0049066,            0.027892,           0.0022482,           0.0022482,           0.0022482
                 490,            0.026285,            0.013312,            0.020381,             0.57952,             0.68728,             0.70763,             0.40745,            0.021737,           0.0049062,            0.027882,           0.0022404,           0.0022404,           0.0022404
                 491,            0.025465,            0.013296,            0.019258,             0.57971,             0.68616,             0.70567,             0.40558,            0.021732,           0.0049067,            0.027888,           0.0022326,           0.0022326,           0.0022326
                 492,            0.026646,            0.013161,            0.020588,             0.58208,             0.68522,             0.70641,             0.40622,            0.021732,           0.0049064,             0.02789,            0.002225,            0.002225,            0.002225
                 493,            0.024684,            0.013078,            0.023755,             0.58078,             0.68541,             0.70543,             0.40561,            0.021732,           0.0049065,            0.027871,           0.0022175,           0.0022175,           0.0022175
                 494,               0.026,            0.013137,            0.021265,             0.58555,             0.67955,             0.70512,             0.40554,            0.021737,           0.0049055,            0.027855,           0.0022101,           0.0022101,           0.0022101
                 495,            0.026307,            0.012996,            0.020131,             0.58872,             0.68196,              0.7047,             0.40566,            0.021731,           0.0049062,            0.027841,           0.0022029,           0.0022029,           0.0022029
                 496,             0.02592,            0.013284,            0.021967,              0.5892,             0.68149,             0.70506,             0.40628,            0.021734,            0.004906,            0.027815,           0.0021958,           0.0021958,           0.0021958
                 497,            0.025502,            0.013165,            0.020047,             0.59255,             0.68506,             0.70429,             0.40579,            0.021735,           0.0049055,            0.027782,           0.0021888,           0.0021888,           0.0021888
                 498,             0.02507,             0.01315,            0.019986,             0.59319,              0.6846,             0.70428,             0.40685,            0.021732,           0.0049051,            0.027772,           0.0021819,           0.0021819,           0.0021819
                 499,            0.025099,            0.013581,            0.022153,             0.59375,             0.68438,             0.70407,             0.40577,            0.021726,           0.0049056,            0.027763,           0.0021752,           0.0021752,           0.0021752
                 500,            0.025208,            0.013156,            0.020665,             0.59285,               0.685,             0.70463,             0.40623,            0.021725,           0.0049059,            0.027757,           0.0021685,           0.0021685,           0.0021685
                 501,            0.025509,            0.012969,            0.022702,             0.59175,             0.68568,             0.70462,             0.40666,            0.021725,           0.0049052,            0.027744,            0.002162,            0.002162,            0.002162
                 502,            0.026133,            0.013177,            0.018067,             0.59225,               0.685,             0.70511,             0.40675,            0.021724,            0.004905,            0.027702,           0.0021557,           0.0021557,           0.0021557
                 503,            0.025065,            0.013516,            0.020147,             0.59268,             0.68451,             0.70398,             0.40609,            0.021727,           0.0049042,            0.027665,           0.0021494,           0.0021494,           0.0021494
                 504,            0.025045,             0.01286,            0.021254,             0.59272,             0.68501,             0.70402,             0.40611,            0.021732,           0.0049044,            0.027642,           0.0021433,           0.0021433,           0.0021433
                 505,            0.025183,            0.013233,             0.02126,             0.59176,             0.68584,             0.70504,             0.40605,            0.021733,           0.0049051,            0.027626,           0.0021373,           0.0021373,           0.0021373
                 506,            0.025619,            0.013064,            0.019498,             0.59237,             0.68659,             0.70527,             0.40624,            0.021737,           0.0049057,            0.027617,           0.0021314,           0.0021314,           0.0021314
                 507,            0.025984,            0.012843,            0.020906,             0.59191,             0.68792,             0.70537,             0.40646,            0.021736,           0.0049057,            0.027605,           0.0021257,           0.0021257,           0.0021257
                 508,            0.024655,            0.013177,             0.01845,             0.59219,             0.68753,             0.70482,             0.40595,             0.02174,           0.0049049,            0.027574,             0.00212,             0.00212,             0.00212
                 509,            0.024413,            0.012884,            0.019821,             0.59258,              0.6874,             0.70453,             0.40607,            0.021736,           0.0049047,            0.027562,           0.0021146,           0.0021146,           0.0021146
                 510,            0.024662,            0.013036,            0.019282,             0.59219,             0.68785,              0.7035,             0.40596,            0.021732,           0.0049051,            0.027552,           0.0021092,           0.0021092,           0.0021092
                 511,            0.024362,            0.013282,            0.023073,             0.59136,             0.68929,             0.70393,             0.40638,            0.021728,           0.0049055,            0.027527,            0.002104,            0.002104,            0.002104
                 512,            0.025997,            0.013274,            0.021003,             0.59238,              0.6881,              0.7047,             0.40747,            0.021728,            0.004905,            0.027507,           0.0020988,           0.0020988,           0.0020988
                 513,            0.026674,            0.013199,            0.018572,             0.59137,             0.68975,             0.70438,             0.40714,            0.021728,           0.0049048,            0.027485,           0.0020939,           0.0020939,           0.0020939
                 514,            0.025257,            0.013087,            0.021723,             0.59512,             0.69126,             0.70466,             0.40752,            0.021726,           0.0049048,            0.027477,            0.002089,            0.002089,            0.002089
                 515,            0.024708,            0.012881,            0.017046,             0.59469,             0.69136,             0.70564,             0.40776,            0.021724,           0.0049049,            0.027479,           0.0020843,           0.0020843,           0.0020843
                 516,            0.025203,             0.01318,            0.020681,             0.59405,             0.69277,             0.70578,             0.40802,             0.02172,           0.0049049,            0.027448,           0.0020797,           0.0020797,           0.0020797
                 517,            0.025537,            0.013372,            0.018966,             0.59331,             0.69347,              0.7057,              0.4079,            0.021718,           0.0049053,            0.027437,           0.0020752,           0.0020752,           0.0020752
                 518,            0.024701,            0.012912,            0.016862,             0.59186,             0.69467,             0.70535,             0.40723,            0.021723,            0.004905,            0.027439,           0.0020709,           0.0020709,           0.0020709
                 519,            0.026476,            0.012868,            0.018357,             0.59176,             0.69457,             0.70584,             0.40829,            0.021724,           0.0049057,            0.027435,           0.0020666,           0.0020666,           0.0020666
                 520,            0.025104,             0.01305,            0.018015,             0.58913,              0.6903,             0.70483,              0.4078,            0.021716,           0.0049065,            0.027454,           0.0020625,           0.0020625,           0.0020625
                 521,            0.024918,              0.0129,            0.020404,             0.58885,             0.69021,             0.70536,             0.40794,            0.021721,           0.0049065,            0.027463,           0.0020586,           0.0020586,           0.0020586
                 522,            0.026109,            0.013186,            0.020319,             0.57947,             0.69347,             0.70286,             0.40738,             0.02172,           0.0049071,            0.027472,           0.0020548,           0.0020548,           0.0020548
                 523,              0.0251,            0.013437,            0.017268,             0.57831,             0.69506,             0.70327,             0.40714,            0.021726,           0.0049078,            0.027463,            0.002051,            0.002051,            0.002051
                 524,            0.024799,            0.013033,             0.01763,             0.57871,             0.69539,             0.70325,             0.40625,            0.021726,           0.0049081,            0.027454,           0.0020475,           0.0020475,           0.0020475
                 525,            0.024999,            0.012847,             0.01811,             0.57994,             0.69536,             0.70333,             0.40663,            0.021725,            0.004907,            0.027431,            0.002044,            0.002044,            0.002044
                 526,            0.025388,            0.012886,            0.020324,             0.58133,             0.69415,             0.70341,             0.40671,             0.02173,            0.004906,            0.027403,           0.0020407,           0.0020407,           0.0020407
                 527,            0.025876,            0.012916,            0.018104,             0.58095,             0.69422,              0.7033,             0.40729,            0.021729,           0.0049059,            0.027387,           0.0020375,           0.0020375,           0.0020375
                 528,            0.024854,             0.01299,            0.017868,             0.57843,             0.69781,             0.70332,             0.40716,            0.021727,           0.0049071,            0.027388,           0.0020345,           0.0020345,           0.0020345
                 529,            0.025144,            0.013158,            0.019223,             0.57862,             0.69819,             0.70333,             0.40716,             0.02173,           0.0049076,            0.027383,           0.0020315,           0.0020315,           0.0020315
                 530,            0.026111,            0.012952,            0.017858,             0.58282,             0.69367,             0.70325,             0.40704,            0.021732,           0.0049084,            0.027367,           0.0020287,           0.0020287,           0.0020287
                 531,            0.025494,            0.013093,            0.017595,             0.58281,             0.69378,             0.70227,             0.40617,            0.021726,           0.0049092,            0.027336,           0.0020261,           0.0020261,           0.0020261
                 532,            0.025491,             0.01254,             0.01832,             0.58381,             0.69372,             0.70284,             0.40635,             0.02172,           0.0049091,            0.027323,           0.0020235,           0.0020235,           0.0020235
                 533,            0.025615,            0.012881,            0.020908,             0.58048,             0.69877,             0.70252,              0.4064,            0.021724,            0.004909,            0.027293,           0.0020211,           0.0020211,           0.0020211
                 534,            0.024375,            0.012798,            0.017491,             0.58163,             0.69889,             0.70294,               0.406,            0.021726,            0.004909,            0.027272,           0.0020188,           0.0020188,           0.0020188
                 535,            0.023968,            0.012802,             0.01772,             0.58292,             0.69865,             0.70412,             0.40707,            0.021724,           0.0049091,            0.027266,           0.0020167,           0.0020167,           0.0020167
                 536,            0.024165,            0.012988,             0.01812,              0.5839,             0.69815,             0.70422,             0.40704,            0.021724,           0.0049083,            0.027238,           0.0020147,           0.0020147,           0.0020147
                 537,            0.024169,            0.012978,            0.019133,             0.58436,             0.69863,             0.70296,             0.40772,            0.021723,           0.0049076,            0.027223,           0.0020128,           0.0020128,           0.0020128
                 538,            0.025721,            0.012924,            0.018851,             0.58832,             0.70095,             0.70337,             0.40793,            0.021721,           0.0049063,            0.027221,            0.002011,            0.002011,            0.002011
                 539,            0.024877,            0.013199,            0.019582,             0.58848,             0.70138,             0.70457,             0.40849,             0.02172,           0.0049067,            0.027226,           0.0020094,           0.0020094,           0.0020094
                 540,            0.024561,            0.012945,            0.018598,             0.58893,             0.70186,             0.70465,             0.40855,            0.021713,           0.0049063,            0.027246,           0.0020079,           0.0020079,           0.0020079
                 541,            0.024728,            0.012927,            0.018647,              0.5897,             0.70167,             0.70467,             0.40875,            0.021707,           0.0049068,            0.027239,           0.0020065,           0.0020065,           0.0020065
                 542,            0.024718,            0.013108,            0.017272,             0.58978,             0.70163,             0.70464,             0.40856,            0.021705,           0.0049071,            0.027242,           0.0020053,           0.0020053,           0.0020053
                 543,            0.024182,            0.013013,              0.0179,             0.58899,             0.70237,              0.7048,             0.40834,            0.021707,           0.0049077,            0.027241,           0.0020042,           0.0020042,           0.0020042
                 544,            0.024996,              0.0127,            0.017269,             0.58889,             0.70242,             0.70457,             0.40802,            0.021707,           0.0049077,            0.027239,           0.0020032,           0.0020032,           0.0020032
                 545,            0.025069,            0.012848,             0.01923,             0.59005,             0.70234,             0.70384,             0.40787,            0.021717,           0.0049076,            0.027245,           0.0020023,           0.0020023,           0.0020023
                 546,            0.025138,            0.012854,             0.01749,              0.5899,             0.70216,             0.70494,             0.40839,            0.021716,            0.004908,            0.027265,           0.0020016,           0.0020016,           0.0020016
                 547,            0.025458,            0.012965,            0.020234,             0.59086,             0.70168,             0.70471,             0.40771,            0.021722,           0.0049071,            0.027275,            0.002001,            0.002001,            0.002001
                 548,            0.024398,            0.013072,            0.021061,              0.5909,             0.70186,             0.70461,             0.40769,            0.021725,           0.0049063,            0.027283,           0.0020006,           0.0020006,           0.0020006
                 549,            0.025088,            0.013015,            0.021562,             0.59426,             0.70528,             0.70444,             0.40796,            0.021721,           0.0049057,            0.027273,           0.0020003,           0.0020003,           0.0020003
